platform,item_id,product_name_clean,category_derived,price,original_price,discount_pct,sold_final,sold_source,rating_avg,review_count,has_ratings,is_suspicious,is_authentic,seller_name,url,image_url
Lazada,3329706659,#12 PCS H&M PANTY FOR WOMENS GOOD QUALITY COTTON COD,T-Shirt,180.0,5555.0,96.8,27,sold_lifetime,,6,True,True,False,,https://www.lazada.com.ph/products/pdp-i3329706659.html,https://img.lazcdn.com/g/p/ebbebc17748bd6ca0cb1ea6d091acbce.jpg_200x200q80.jpg
Lazada,2664288539,COCOCollections--High Quality H&M Women Floral Print Panty,T-Shirt,149.0,6363.0,97.7,80,sold_lifetime,,13,True,True,False,,https://www.lazada.com.ph/products/pdp-i2664288539.html,https://img.lazcdn.com/g/p/ba94b2b7a851bbca1535d0c5ee48b2d1.jpg_200x200q80.jpg
Lazada,5261312056,H &M Ladies Round Neck Body Hug T-Shirt | with back details | Runs Big,T-Shirt,224.0,,,24,sold_lifetime,,3,True,True,False,,https://www.lazada.com.ph/products/pdp-i5261312056.html,https://filebroker-cdn.lazada.com.ph/kf/Sa383fa934e964566b2a38e40145f6247u.jpg
Lazada,2543117402,12PCS #H&M PANTY WOMENS COTTON COD SIZE:S-XXL,T-Shirt,112.0,6161.0,98.2,0,sold_lifetime,,1,True,True,False,,https://www.lazada.com.ph/products/pdp-i2543117402.html,https://img.lazcdn.com/g/p/5d33264e37fbd71bec9655286f3b801e.png_200x200q80.png
Lazada,1295878232,A&C #12PCS H&M #025 PANTY WOMENS,T-Shirt,270.0,5959.0,95.5,110,sold_lifetime,,36,True,True,False,,https://www.lazada.com.ph/products/pdp-i1295878232.html,https://img.lazcdn.com/g/p/4dce43a7cf2167c592523ff04d50c18d.jpg_200x200q80.jpg
Lazada,5218605432,H M Soft Rib Round Neck Relaxed Fit T-Shirt | High-Stretch,T-Shirt,189.0,1414.0,86.6,99,sold_lifetime,,27,True,True,False,,https://www.lazada.com.ph/products/pdp-i5218605432.html,https://filebroker-cdn.lazada.com.ph/kf/Sf30fc739392844ca890ecaac7a38c36fI.jpg
Lazada,15477591709,H&M | Spring Suitable Waist Cinched Chinese Collar Bell-sleeved Plant Print Dress,T-Shirt,470.0,,,0,sold_lifetime,,0,False,False,False,,https://www.lazada.com.ph/products/pdp-i15477591709.html,https://filebroker-cdn.lazada.com.ph/kf/S763a4d94952841eb9cc0a66d8e857af7R.jpg
Lazada,5169590519,H M Basics Round Neck Body Hug Relaxed Fit T-Shirt | True to Size,T-Shirt,168.0,33.0,-409.1,75,sold_lifetime,,14,True,True,False,,https://www.lazada.com.ph/products/pdp-i5169590519.html,https://filebroker-cdn.lazada.com.ph/kf/S77289dda9e52438ebd958dbe9fd18682Q.jpg
Lazada,5170986719,H M Round Neck Rib Racer Tank Top | Stretchable,Tanktop,182.0,,,61,sold_lifetime,,21,True,True,False,,https://www.lazada.com.ph/products/pdp-i5170986719.html,https://filebroker-cdn.lazada.com.ph/kf/S638b21cb5861438c89fa1e1cf56d155ar.jpg
Lazada,1761928803,SALE 9-10 years old H&M Overrun Dress For Kids H&M Kids Dress HM Dress cute dress summer dress CHOOSE YOUR DESIGN,T-Shirt,99.0,7979.0,98.8,7,sold_lifetime,,1,True,True,False,,https://www.lazada.com.ph/products/pdp-i1761928803.html,https://img.lazcdn.com/g/p/a1e2e35c9a6b30763699f1743d376f8e.jpg_200x200q80.jpg
Lazada,15575218086,H&M 1990 Printed Crop T-Shirt .C,T-Shirt,200.72,4242.0,95.3,0,sold_lifetime,,0,False,True,False,,https://www.lazada.com.ph/products/pdp-i15575218086.html,https://img.lazcdn.com/g/p/2e15fcfe7d67891f064c3295f1da6e8d.jpg_200x200q80.jpg
Lazada,5239354044,H M Women Crew Neck Cotton Thick Fabric Loose T-Shirt | Runs Big,T-Shirt,284.0,,,53,sold_lifetime,,19,True,False,False,,https://www.lazada.com.ph/products/pdp-i5239354044.html,https://filebroker-cdn.lazada.com.ph/kf/S3f6d955551484aa3bb6398665ce8bbb80.jpg
Lazada,15446462966,H&M 500 PHP,T-Shirt,530.0,88.0,-502.3,0,sold_lifetime,,0,False,False,False,,https://www.lazada.com.ph/products/pdp-i15446462966.html,https://img.lazcdn.com/g/p/6a0754de97753b3af49d2446d3901507.png_200x200q80.png
